customer_id,prod_ca,prod_td,prod_credit_card,prod_app,prod_secured_loan,prod_upl
1086382,1,0,0,1,0,1
1086392,1,0,0,1,0,1
1086394,1,0,0,1,0,1
1086412,1,0,0,1,0,0
1086431,1,0,0,1,0,0
108635,1,0,0,1,0,0
102651,1,0,0,1,0,0
1006735,1,0,0,1,0,0
1006790,1,0,0,1,0,0
1006793,1,0,1,1,0,0
1006814,1,0,0,1,0,0
1006832,1,0,1,1,0,0
1006858,1,0,1,1,0,0
1018663,1,0,0,1,0,0
1024702,0,0,NA,0,0,0
1024781,1,0,0,1,0,0
1024793,1,0,0,1,0,0
1024805,1,0,0,1,0,0
1024808,1,0,0,1,0,0
1024840,1,0,0,1,0,0
10239,1,0,0,1,0,0
3821421,1,0,0,1,0,0
376925,1,0,0,1,0,0
3769429,1,0,1,1,0,0
3769444,1,0,0,1,0,0
376936,1,0,0,1,0,0
3769460,1,0,0,1,0,0
1006708,1,0,1,1,0,0
2172281,1,0,0,1,0,0
2172313,1,0,0,1,0,0
3769527,1,0,0,1,0,0
3769575,1,0,0,1,0,0
3769582,1,0,0,1,0,0
3769606,1,0,0,1,0,0
1044444,1,0,0,1,0,0
1044447,1,0,1,1,0,0
1044508,0,1,0,0,0,0
1044509,1,0,1,1,0,0
1044547,1,0,1,1,0,0
1044555,1,0,0,1,0,0
1010944,1,0,0,1,0,0
101087,1,0,1,1,0,0
1011036,1,0,0,1,0,0
2210119,1,0,1,1,0,0
2210131,1,0,0,1,0,0
221010,1,0,0,1,0,1
2210244,1,0,1,1,0,1
1090159,1,0,0,1,0,0
1090164,1,0,1,1,0,0
109009,1,0,0,1,0,0
109012,0,1,0,1,0,0
1067817,1,0,0,1,0,1
1067858,1,1,0,1,0,0
101285,1,0,0,1,0,0
1005812,1,0,0,1,0,0
1005841,1,0,0,1,0,0
1005883,1,0,0,1,0,0
2114815,1,0,0,1,0,0
2114821,1,0,0,1,0,1
2114838,1,0,0,1,0,0
1012418,0,0,NA,1,0,0
1017314,1,0,0,1,0,0
1024753,1,0,1,1,0,1
1024675,1,0,0,1,0,0
102613,1,0,0,1,0,1
1006127,0,0,1,1,0,0
1006306,1,0,0,1,0,1
1006332,1,0,1,1,0,1
